canonical_name,domain,careers_url,ats_type,ats_identifier/base_url,sponsorship_confidence,sponsorship_recent_year,evidence_summary,evidence_url(s),role_fit_tags,caveats,sector,fy2025_q4_certified_records,fy2025_q4_softwareish_records,fy2025_q4_change_employer_positions,matched_legal_employers
Lam Research,lamresearch.com,https://lamresearch.wd1.myworkdayjobs.com/Lam_External,workday,lamresearch:wd1:Lam_External,high,FY2025-Q4,DOL OFLC FY2025 Q4: 22 certified/certified-withdrawn LCA records matched to named legal employer(s); 20 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=10.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Software openings may be equipment/embedded focused; filter carefully.,Semiconductors & Hardware,22,20,10,Lam Research Corporation  (22)
KLA,kla.com,https://kla.wd1.myworkdayjobs.com/Search,workday,kla:wd1:Search,high,FY2025-Q4,DOL OFLC FY2025 Q4: 42 certified/certified-withdrawn LCA records matched to named legal employer(s); 39 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=21.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Exact employer avoids universities and unrelated KLA substring matches.,Semiconductors & Hardware,42,39,21,KLA Corporation (42)
Synopsys,synopsys.com,https://careers.synopsys.com/search-jobs,phenom,https://careers.synopsys.com/search-jobs,medium,FY2025-Q4,DOL OFLC FY2025 Q4: 14 certified/certified-withdrawn LCA records matched to named legal employer(s); 14 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=166.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Small record count includes multi-position transfers; EDA roles often need C++/domain expertise.,Semiconductors & Hardware,14,14,166,"Synopsys, Inc. (10); SYNOPSYS, INC. (4)"
Cadence Design Systems,cadence.com,https://cadence.wd1.myworkdayjobs.com/External_Careers,workday,cadence:wd1:External_Careers,high,FY2025-Q4,DOL OFLC FY2025 Q4: 54 certified/certified-withdrawn LCA records matched to named legal employer(s); 52 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=14.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. EDA product roles may be specialized; cloud platform/backend openings are closer fits.,Semiconductors & Hardware,54,52,14,"Cadence Design Systems, Inc. (54)"
Arm,arm.com,https://careers.arm.com/search-jobs,phenom,https://careers.arm.com/search-jobs,high,FY2025-Q4,DOL OFLC FY2025 Q4: 44 certified/certified-withdrawn LCA records matched to named legal employer(s); 42 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=21.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Many roles are architecture/firmware; exact legal match avoids generic 'arm' false positives.,Semiconductors & Hardware,44,42,21,"Arm, Inc. (44)"
Western Digital,westerndigital.com,https://jobs.smartrecruiters.com/WesternDigital,smartrecruiters,WesternDigital,high,FY2025-Q4,DOL OFLC FY2025 Q4: 77 certified/certified-withdrawn LCA records matched to named legal employer(s); 74 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=177.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,distributed-systems;platform;security;SRE;cloud;systems,"Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Storage/firmware work dominates; target cloud services, security, and infrastructure.",Semiconductors & Hardware,77,74,177,"Western Digital Technologies, Inc. (77)"
Hewlett Packard Enterprise,hpe.com,https://careers.hpe.com/us/en/search-results,phenom,https://careers.hpe.com/us/en/search-results,high,FY2025-Q4,DOL OFLC FY2025 Q4: 85 certified/certified-withdrawn LCA records matched to named legal employer(s); 79 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=6.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Do not conflate with HP Inc.; this row covers HPE legal entity/activity.,Semiconductors & Hardware,85,79,6,Hewlett Packard Enterprise Company (85)
Dell Technologies,dell.com,https://enterpriseplatform.dell.com/hcmUI/CandidateExperience/en/sites/careers/jobs,oracle,enterpriseplatform.dell.com:careers,high,FY2025-Q4,DOL OFLC FY2025 Q4: 135 certified/certified-withdrawn LCA records matched to named legal employer(s); 88 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=6.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Exact legal entities exclude schools and unrelated Dell substring matches.,Semiconductors & Hardware,135,88,6,Dell Products L.P. (58); Dell USA L.P. (54); Dell Marketing L.P. (23)
Uber,uber.com,https://www.uber.com/us/en/careers/list/,custom,https://www.uber.com/us/en/careers/list/,high,FY2025-Q4,DOL OFLC FY2025 Q4: 182 certified/certified-withdrawn LCA records matched to named legal employer(s); 124 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=64.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;Kafka;AWS,"Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Strong distributed-systems fit; many roles are senior, so enforce scope/YOE.",Autonomy & Transportation,182,124,64,"Uber Technologies, Inc. (146); Uber Freight US LLC (36)"
Lyft,lyft.com,https://www.lyft.com/careers,greenhouse,lyft,high,FY2025-Q4,DOL OFLC FY2025 Q4: 26 certified/certified-withdrawn LCA records matched to named legal employer(s); 18 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=14.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Smaller opening volume; verify role is still live and in target level.,Autonomy & Transportation,26,18,14,"LYFT, Inc. (26)"
Waymo,waymo.com,https://careers.withwaymo.com/jobs/search,eightfold,careers.withwaymo.com,high,FY2025-Q4,DOL OFLC FY2025 Q4: 41 certified/certified-withdrawn LCA records matched to named legal employer(s); 38 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=14.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Autonomy/ML/C++ dominates; backend platform and infrastructure are the relevant subset.,Autonomy & Transportation,41,38,14,Waymo LLC (41)
Zoox,zoox.com,https://jobs.lever.co/zoox,lever,zoox,high,FY2025-Q4,DOL OFLC FY2025 Q4: 53 certified/certified-withdrawn LCA records matched to named legal employer(s); 49 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=10.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Many jobs are robotics/embedded or staff-level; retain backend infra only.,Autonomy & Transportation,53,49,10,"Zoox, Inc. (34); Zoox Inc. (19)"
Rivian,rivian.com,https://careers.rivian.com/careers-home/jobs,custom,https://careers.rivian.com/careers-home/jobs,high,FY2025-Q4,DOL OFLC FY2025 Q4: 152 certified/certified-withdrawn LCA records matched to named legal employer(s); 138 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=56.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Manufacturing/vehicle roles are the majority; filter to software platform and cloud.,Autonomy & Transportation,152,138,56,"Rivian Automotive, LLC (74); RIVIAN AUTOMOTIVE, LLC (42); Rivian and VW Group Technology, LLC (20); Rivian and Volkswagen Group Technologies, LLC (9); RIVIAN, LLC (4); Rivian LLC (2); Rivian, LLC (1)"
Tesla,tesla.com,https://www.tesla.com/careers/search/,custom,https://www.tesla.com/careers/search/,high,FY2025-Q4,DOL OFLC FY2025 Q4: 357 certified/certified-withdrawn LCA records matched to named legal employer(s); 325 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=60.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Employer-level activity is strong; individual postings may explicitly restrict sponsorship.,Autonomy & Transportation,357,325,60,"Tesla, Inc. (357)"
Aurora Innovation,aurora.tech,https://aurora.tech/careers/,custom,https://aurora.tech/careers/,medium,FY2025-Q4,DOL OFLC FY2025 Q4: 6 certified/certified-withdrawn LCA records matched to named legal employer(s); 6 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=4.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Small current LCA sample; autonomy roles skew C++/ML and transfer must be confirmed.,Autonomy & Transportation,6,6,4,"Aurora Innovation, Inc. (4); AURORA INNOVATION, INC. (2)"
General Motors,gm.com,https://search-careers.gm.com/en/jobs/,phenom,https://search-careers.gm.com/en/jobs/,high,FY2025-Q4,DOL OFLC FY2025 Q4: 188 certified/certified-withdrawn LCA records matched to named legal employer(s); 184 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=61.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Large manufacturing catalog; target software-defined vehicle/cloud platform teams.,Autonomy & Transportation,188,184,61,General Motors (188)
Ford,ford.com,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs,oracle,efds.fa.em5.oraclecloud.com:CX_1,high,FY2025-Q4,DOL OFLC FY2025 Q4: 184 certified/certified-withdrawn LCA records matched to named legal employer(s); 169 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=27.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Large manufacturing catalog; exact legal match excludes Stanford/Henry Ford false positives.,Autonomy & Transportation,184,169,27,FORD MOTOR COMPANY (184)
Airbnb,airbnb.com,https://careers.airbnb.com/positions/,greenhouse,airbnb,high,FY2025-Q4,DOL OFLC FY2025 Q4: 50 certified/certified-withdrawn LCA records matched to named legal employer(s); 41 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=17.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Many roles are senior; accept only target-scope IC postings.,"Retail, Marketplaces & Logistics",50,41,17,"AIRBNB, INC. (50)"
DoorDash,doordash.com,https://careersatdoordash.com/jobs/,greenhouse,doordashusa,high,FY2025-Q4,DOL OFLC FY2025 Q4: 108 certified/certified-withdrawn LCA records matched to named legal employer(s); 73 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=53.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;Kafka;AWS,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Strong distributed-systems fit; location and leveling vary by team.,"Retail, Marketplaces & Logistics",108,73,53,"DoorDash, Inc. (108)"
Target,target.com,https://corporate.target.com/careers/job-search,custom,https://corporate.target.com/careers/job-search,medium-high,FY2025-Q4,DOL OFLC FY2025 Q4: 58 certified/certified-withdrawn LCA records matched to named legal employer(s); 44 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=2.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;AWS,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Huge nontech catalog and only limited change-employer evidence; target Global Tech.,"Retail, Marketplaces & Logistics",58,44,2,"Target Enterprise, Inc. (52); Target Enterprise, Inc.  (6)"
The Home Depot,homedepot.com,https://careers.homedepot.com/job-search-results/,custom,https://careers.homedepot.com/job-search-results/,high,FY2025-Q4,DOL OFLC FY2025 Q4: 75 certified/certified-withdrawn LCA records matched to named legal employer(s); 45 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=13.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Sponsorship varies by corporate technology team; exclude store/field roles.,"Retail, Marketplaces & Logistics",75,45,13,"Home Depot Management Company LLC (70); HOME DEPOT USA, INC.  (4); Home Depot USA, Inc. (1)"
Lowe's,lowes.com,https://talent.lowes.com/us/en/search-results,phenom,https://talent.lowes.com/us/en/search-results,medium-high,FY2025-Q4,DOL OFLC FY2025 Q4: 85 certified/certified-withdrawn LCA records matched to named legal employer(s); 84 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=1.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Exact legal match excludes Lowell/lower false positives; target Lowe's Tech.,"Retail, Marketplaces & Logistics",85,84,1,"Lowe's Companies, Inc. (85)"
Costco Wholesale,costco.com,https://phf.tbe.taleo.net/phf02/ats/careers/v2/searchResults?org=COSTCO&cws=41,taleo,COSTCO:cws=41,high,FY2025-Q4,DOL OFLC FY2025 Q4: 37 certified/certified-withdrawn LCA records matched to named legal employer(s); 37 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=9.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Corporate IT openings are fewer than store jobs; current transfer evidence is meaningful but role-specific.,"Retail, Marketplaces & Logistics",37,37,9,Costco Wholesale Corporation (37)
Nike,nike.com,https://careers.nike.com/jobs,custom,https://careers.nike.com/jobs,high,FY2025-Q4,DOL OFLC FY2025 Q4: 66 certified/certified-withdrawn LCA records matched to named legal employer(s); 53 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=5.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Digital/platform roles are a subset of retail/design catalog.,"Retail, Marketplaces & Logistics",66,53,5,"NIKE, Inc. (50); NIKE USA Inc. (8); NIKE RETAIL SERVICES INC (8)"
Starbucks,starbucks.com,https://apply.starbucks.com/careers,eightfold,apply.starbucks.com,high,FY2025-Q4,DOL OFLC FY2025 Q4: 69 certified/certified-withdrawn LCA records matched to named legal employer(s); 63 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=11.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Corporate technology roles are a small subset; filter out store positions.,"Retail, Marketplaces & Logistics",69,63,11,Starbucks Coffee Company (69)
Chewy,chewy.com,https://careers.chewy.com/us/en/search-results,phenom,https://careers.chewy.com/us/en/search-results,high,FY2025-Q4,DOL OFLC FY2025 Q4: 40 certified/certified-withdrawn LCA records matched to named legal employer(s); 25 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=8.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;AWS,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Fulfillment/operations roles are numerous; target Boston/Seattle/e-commerce engineering.,"Retail, Marketplaces & Logistics",40,25,8,"Chewy, Inc. (40)"
eBay,ebayinc.com,https://jobs.ebayinc.com/us/en/search-results,phenom,https://jobs.ebayinc.com/us/en/search-results,high,FY2025-Q4,DOL OFLC FY2025 Q4: 119 certified/certified-withdrawn LCA records matched to named legal employer(s); 88 had software/engineering/platform/security/cloud-like titles; CHANGE_EMPLOYER positions=25.,https://www.dol.gov/sites/dolgov/files/ETA/oflc/pdfs/LCA_Disclosure_Data_FY2025_Q4.xlsx; https://www.dol.gov/agencies/eta/foreign-labor/performance,backend;distributed-systems;platform;security;SRE;Java;cloud,Employer-level LCA evidence is not a promise that a particular requisition sponsors or transfers H-1B. Strong marketplace fit; verify level because many postings skew senior.,"Retail, Marketplaces & Logistics",119,88,25,eBay Inc. (118); eBay Commerce Inc. (1)
